Paper ID,Title,Abstract,Publication Year,Citations,ROT Score,DOI,Source URL,ROT Group
37,"Beyond Scale: The Diversity Coefficient as a Data Quality Metric for
  Variabili...","Current trends in pre-training Large Language Models (LLMs) primarily focus
on the scaling of model and dataset size. While the quality of pre-training
data is considered an important factor for train...",2023,252,84.00,N/A,http://arxiv.org/abs/2306.13840v3,High ROT
92,"Assessing the Emergent Symbolic Reasoning Abilities of Llama Large
  Language Mo...","Large Language Models (LLMs) achieve impressive performance in a wide range
of tasks, even if they are often trained with the only objective of chatting
fluently with users. Among other skills, LLMs s...",2024,162,81.00,N/A,http://arxiv.org/abs/2406.06588v1,High ROT
298,Quantum Machine Learning Algorithms - Study 196,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2019,62,8.86,synthetic_196,https://synthetic.paper/196,High ROT
200,Attention Mechanisms in Neural Networks - Study 98,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2020,53,8.83,synthetic_98,https://synthetic.paper/98,High ROT
214,Federated Learning for Privacy-Preserving AI - Study 112,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2021,44,8.80,synthetic_112,https://synthetic.paper/112,High ROT
14,QTN-VQC: An End-to-End Learning framework for Quantum Neural Networks,"The advent of noisy intermediate-scale quantum (NISQ) computers raises a
crucial challenge to design quantum neural networks for fully quantum learning
tasks. To bridge the gap, this work proposes an ...",2021,44,8.80,N/A,http://arxiv.org/abs/2110.03861v3,High ROT
183,Attention Mechanisms in Neural Networks - Study 81,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2022,35,8.75,synthetic_81,https://synthetic.paper/81,High ROT
273,Attention Mechanisms in Neural Networks - Study 171,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2020,51,8.50,synthetic_171,https://synthetic.paper/171,High ROT
335,Adversarial Training for Robust Neural Networks - Study 233,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2019,59,8.43,synthetic_233,https://synthetic.paper/233,High ROT
316,Neural Network Compression Techniques - Study 214,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2021,42,8.40,synthetic_214,https://synthetic.paper/214,High ROT
228,Continual Learning in Neural Networks - Study 126,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2018,67,8.38,synthetic_126,https://synthetic.paper/126,High ROT
235,Optimization Algorithms in Machine Learning - Study 133,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2018,65,8.12,synthetic_133,https://synthetic.paper/133,High ROT
201,Generative Adversarial Networks for Image Synthesis - Study 99,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2020,48,8.00,synthetic_99,https://synthetic.paper/99,High ROT
157,Federated Learning for Privacy-Preserving AI - Study 55,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2025,78,78.00,synthetic_55,https://synthetic.paper/55,High ROT
346,Graph Neural Networks for Social Network Analysis - Study 244,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2025,78,78.00,synthetic_244,https://synthetic.paper/244,High ROT
279,Generative Adversarial Networks for Image Synthesis - Study 177,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2025,76,76.00,synthetic_177,https://synthetic.paper/177,High ROT
113,Attention Mechanisms in Neural Networks - Study 11,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2023,226,75.33,synthetic_11,https://synthetic.paper/11,High ROT
400,Neural Architecture Search for Automated ML - Study 298,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2025,75,75.00,synthetic_298,https://synthetic.paper/298,High ROT
160,Knowledge Distillation in Deep Learning - Study 58,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2024,150,75.00,synthetic_58,https://synthetic.paper/58,High ROT
141,Attention Mechanisms in Neural Networks - Study 39,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2024,149,74.50,synthetic_39,https://synthetic.paper/39,High ROT
260,Deep Learning for Medical Image Analysis - Study 158,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2024,139,69.50,synthetic_158,https://synthetic.paper/158,High ROT
350,Quantum Machine Learning Algorithms - Study 248,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2024,138,69.00,synthetic_248,https://synthetic.paper/248,High ROT
230,Optimization Algorithms in Machine Learning - Study 128,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2024,136,68.00,synthetic_128,https://synthetic.paper/128,High ROT
190,Meta-Learning Approaches for Few-Shot Learning - Study 88,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2024,135,67.50,synthetic_88,https://synthetic.paper/88,High ROT
127,Reinforcement Learning for Autonomous Systems - Study 25,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2024,135,67.50,synthetic_25,https://synthetic.paper/25,High ROT
328,Natural Language Processing with Transformer Models - Study 226,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2024,132,66.00,synthetic_226,https://synthetic.paper/226,High ROT
334,Meta-Learning Approaches for Few-Shot Learning - Study 232,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2024,131,65.50,synthetic_232,https://synthetic.paper/232,High ROT
84,"HULAT at SemEval-2023 Task 10: Data augmentation for pre-trained
  transformers ...","This paper describes our participation in SemEval-2023 Task 10, whose goal is
the detection of sexism in social media. We explore some of the most popular
transformer models such as BERT, DistilBERT, ...",2023,196,65.33,N/A,http://arxiv.org/abs/2302.12840v2,High ROT
278,Knowledge Distillation in Deep Learning - Study 176,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2024,130,65.00,synthetic_176,https://synthetic.paper/176,High ROT
288,Meta-Learning Approaches for Few-Shot Learning - Study 186,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2023,192,64.00,synthetic_186,https://synthetic.paper/186,High ROT
352,Natural Language Processing with Transformer Models - Study 250,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2025,64,64.00,synthetic_250,https://synthetic.paper/250,High ROT
163,Continual Learning in Neural Networks - Study 61,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2023,191,63.67,synthetic_61,https://synthetic.paper/61,High ROT
36,EvoPrompting: Language Models for Code-Level Neural Architecture Search,"Given the recent impressive accomplishments of language models (LMs) for code
generation, we explore the use of LMs as adaptive mutation and crossover
operators for an evolutionary neural architecture...",2023,190,63.33,N/A,http://arxiv.org/abs/2302.14838v3,High ROT
16,Adaptive Integrated Layered Attention (AILA),"We propose Adaptive Integrated Layered Attention (AILA), a neural network
architecture that combines dense skip connections with different mechanisms for
adaptive feature reuse across network layers. ...",2025,63,63.00,N/A,http://arxiv.org/abs/2503.22742v2,High ROT
93,"Recent Advances in Federated Learning Driven Large Language Models: A
  Survey o...","Federated Learning (FL) offers a promising paradigm for training Large
Language Models (LLMs) in a decentralized manner while preserving data privacy
and minimizing communication overhead. This survey...",2024,126,63.00,N/A,http://arxiv.org/abs/2406.09831v2,High ROT
24,"EvoGPT-f: An Evolutionary GPT Framework for Benchmarking Formal Math
  Languages","Formal mathematics is the discipline of translating mathematics into a
programming language in which any statement can be unequivocally checked by a
computer. Mathematicians and computer scientists ha...",2024,123,61.50,N/A,http://arxiv.org/abs/2402.16878v1,High ROT
88,Class-Incremental Learning based on Label Generation,"Despite the great success of pre-trained language models, it is still a
challenge to use these models for continual learning, especially for the
class-incremental learning (CIL) setting due to catastr...",2023,179,59.67,N/A,http://arxiv.org/abs/2306.12619v2,High ROT
280,Optimization Algorithms in Machine Learning - Study 178,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2024,119,59.50,synthetic_178,https://synthetic.paper/178,High ROT
32,"HULAT at SemEval-2023 Task 9: Data augmentation for pre-trained
  transformers a...","This paper describes our participation in SemEval-2023 Task 9, Intimacy
Analysis of Multilingual Tweets. We fine-tune some of the most popular
transformer models with the training dataset and syntheti...",2023,174,58.00,N/A,http://arxiv.org/abs/2302.12794v1,High ROT
185,Explainable AI for Trustworthy Machine Learning - Study 83,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2025,57,57.00,synthetic_83,https://synthetic.paper/83,High ROT
366,Optimization Algorithms in Machine Learning - Study 264,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2024,113,56.50,synthetic_264,https://synthetic.paper/264,High ROT
33,EvoMerge: Neuroevolution for Large Language Models,"Extensive fine-tuning on Large Language Models does not always yield better
results. Oftentimes, models tend to get better at imitating one form of data
without gaining greater reasoning ability and m...",2024,111,55.50,N/A,http://arxiv.org/abs/2402.00070v1,High ROT
332,Multi-Modal Learning with Neural Networks - Study 230,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2024,109,54.50,synthetic_230,https://synthetic.paper/230,High ROT
311,Adversarial Training for Robust Neural Networks - Study 209,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2023,163,54.33,synthetic_209,https://synthetic.paper/209,High ROT
297,Machine Learning Applications in Computer Vision - Study 195,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2024,108,54.00,synthetic_195,https://synthetic.paper/195,High ROT
170,Generative Adversarial Networks for Image Synthesis - Study 68,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2023,159,53.00,synthetic_68,https://synthetic.paper/68,High ROT
203,Graph Neural Networks for Social Network Analysis - Study 101,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2024,103,51.50,synthetic_101,https://synthetic.paper/101,High ROT
126,Machine Learning Applications in Computer Vision - Study 24,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2023,151,50.33,synthetic_24,https://synthetic.paper/24,High ROT
291,Meta-Learning Approaches for Few-Shot Learning - Study 189,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2025,50,50.00,synthetic_189,https://synthetic.paper/189,High ROT
295,Adversarial Training for Robust Neural Networks - Study 193,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2023,147,49.00,synthetic_193,https://synthetic.paper/193,High ROT
43,Exponentially Faster Language Modelling,"Language models only really need to use an exponential fraction of their
neurons for individual inferences. As proof, we present UltraFastBERT, a BERT
variant that uses 0.3% of its neurons during infe...",2023,147,49.00,N/A,http://arxiv.org/abs/2311.10770v2,High ROT
246,Natural Language Processing with Transformer Models - Study 144,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2024,97,48.50,synthetic_144,https://synthetic.paper/144,High ROT
90,"Evolutionary Multi-Objective Optimization of Large Language Model
  Prompts for ...","The advent of large language models (LLMs) such as ChatGPT has attracted
considerable attention in various domains due to their remarkable performance
and versatility. As the use of these models conti...",2024,95,47.50,N/A,http://arxiv.org/abs/2401.09862v1,High ROT
269,Quantum Machine Learning Algorithms - Study 167,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2024,94,47.00,synthetic_167,https://synthetic.paper/167,High ROT
86,"MarsEclipse at SemEval-2023 Task 3: Multi-Lingual and Multi-Label
  Framing Dete...","This paper describes our system for SemEval-2023 Task 3 Subtask 2 on Framing
Detection. We used a multi-label contrastive loss for fine-tuning large
pre-trained language models in a multi-lingual sett...",2023,135,45.00,N/A,http://arxiv.org/abs/2304.14339v1,High ROT
205,Continual Learning in Neural Networks - Study 103,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2023,135,45.00,synthetic_103,https://synthetic.paper/103,High ROT
178,Knowledge Distillation in Deep Learning - Study 76,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2023,131,43.67,synthetic_76,https://synthetic.paper/76,High ROT
268,Explainable AI for Trustworthy Machine Learning - Study 166,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2024,86,43.00,synthetic_166,https://synthetic.paper/166,High ROT
132,Natural Language Processing with Transformer Models - Study 30,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2023,127,42.33,synthetic_30,https://synthetic.paper/30,High ROT
124,Machine Learning Applications in Computer Vision - Study 22,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2023,123,41.00,synthetic_22,https://synthetic.paper/22,High ROT
327,Machine Learning Applications in Computer Vision - Study 225,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2023,122,40.67,synthetic_225,https://synthetic.paper/225,High ROT
89,"Sub-network Discovery and Soft-masking for Continual Learning of Mixed
  Tasks","Continual learning (CL) has two main objectives: preventing catastrophic
forgetting (CF) and encouraging knowledge transfer (KT). The existing
literature mainly focused on overcoming CF. Some work has...",2023,121,40.33,N/A,http://arxiv.org/abs/2310.09436v1,High ROT
364,Multi-Modal Learning with Neural Networks - Study 262,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2023,118,39.33,synthetic_262,https://synthetic.paper/262,High ROT
125,Self-Supervised Learning in Computer Vision - Study 23,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2023,117,39.00,synthetic_23,https://synthetic.paper/23,High ROT
150,Neural Architecture Search for Automated ML - Study 48,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2023,117,39.00,synthetic_48,https://synthetic.paper/48,High ROT
9,"From Neural Activations to Concepts: A Survey on Explaining Concepts in
  Neural...","In this paper, we review recent approaches for explaining concepts in neural
networks. Concepts can act as a natural link between learning and reasoning:
once the concepts are identified that a neural...",2023,115,38.33,N/A,http://arxiv.org/abs/2310.11884v2,High ROT
153,Reinforcement Learning for Autonomous Systems - Study 51,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2023,111,37.00,synthetic_51,https://synthetic.paper/51,High ROT
8,Large Language Model Guided Tree-of-Thought,"In this paper, we introduce the Tree-of-Thought (ToT) framework, a novel
approach aimed at improving the problem-solving capabilities of auto-regressive
large language models (LLMs). The ToT technique...",2023,109,36.33,N/A,http://arxiv.org/abs/2305.08291v1,High ROT
348,Self-Supervised Learning in Computer Vision - Study 246,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2023,109,36.33,synthetic_246,https://synthetic.paper/246,High ROT
117,Self-Supervised Learning in Computer Vision - Study 15,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2023,108,36.00,synthetic_15,https://synthetic.paper/15,High ROT
53,"Beyond Scale: The Diversity Coefficient as a Data Quality Metric for
  Variabili...","Current trends in pre-training Large Language Models (LLMs) primarily focus
on the scaling of model and dataset size. While the quality of pre-training
data is considered an important factor for train...",2023,107,35.67,N/A,http://arxiv.org/abs/2306.13840v4,High ROT
87,"Enriching language models with graph-based context information to better
  under...","A considerable number of texts encountered daily are somehow connected with
each other. For example, Wikipedia articles refer to other articles via
hyperlinks, scientific papers relate to others via c...",2023,106,35.33,N/A,http://arxiv.org/abs/2305.11070v1,High ROT
174,Explainable AI for Trustworthy Machine Learning - Study 72,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2023,104,34.67,synthetic_72,https://synthetic.paper/72,High ROT
146,Deep Learning for Medical Image Analysis - Study 44,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2023,104,34.67,synthetic_44,https://synthetic.paper/44,High ROT
12,Symbolic Discovery of Optimization Algorithms,"We present a method to formulate algorithm discovery as program search, and
apply it to discover optimization algorithms for deep neural network training.
We leverage efficient search techniques to ex...",2023,104,34.67,N/A,http://arxiv.org/abs/2302.06675v4,High ROT
83,Adapting a Language Model While Preserving its General Knowledge,"Domain-adaptive pre-training (or DA-training for short), also known as
post-training, aims to train a pre-trained general-purpose language model (LM)
using an unlabeled corpus of a particular domain t...",2023,100,33.33,N/A,http://arxiv.org/abs/2301.08986v1,High ROT
398,Explainable AI for Trustworthy Machine Learning - Study 296,This research focuses on federated learning techniques that preserve privacy while enabling collaborative AI development.,2023,99,33.00,synthetic_296,https://synthetic.paper/296,High ROT
172,Attention Mechanisms in Neural Networks - Study 70,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2024,66,33.00,synthetic_70,https://synthetic.paper/70,High ROT
135,Machine Learning Applications in Computer Vision - Study 33,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2023,97,32.33,synthetic_33,https://synthetic.paper/33,High ROT
232,Adversarial Training for Robust Neural Networks - Study 130,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2024,63,31.50,synthetic_130,https://synthetic.paper/130,High ROT
111,Neural Architecture Search for Automated ML - Study 9,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2024,63,31.50,synthetic_9,https://synthetic.paper/9,High ROT
91,"Leave No Context Behind: Efficient Infinite Context Transformers with
  Infini-a...","This work introduces an efficient method to scale Transformer-based Large
Language Models (LLMs) to infinitely long inputs with bounded memory and
computation. A key component in our proposed approach...",2024,61,30.50,N/A,http://arxiv.org/abs/2404.07143v2,High ROT
338,Natural Language Processing with Transformer Models - Study 236,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2023,91,30.33,synthetic_236,https://synthetic.paper/236,High ROT
258,Explainable AI for Trustworthy Machine Learning - Study 156,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2023,85,28.33,synthetic_156,https://synthetic.paper/156,High ROT
206,Explainable AI for Trustworthy Machine Learning - Study 104,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2023,82,27.33,synthetic_104,https://synthetic.paper/104,High ROT
138,Graph Neural Networks for Social Network Analysis - Study 36,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2023,80,26.67,synthetic_36,https://synthetic.paper/36,High ROT
10,Creating Trustworthy LLMs: Dealing with Hallucinations in Healthcare AI,"Large language models have proliferated across multiple domains in as short
period of time. There is however hesitation in the medical and healthcare
domain towards their adoption because of issues li...",2023,79,26.33,N/A,http://arxiv.org/abs/2311.01463v1,High ROT
139,Reinforcement Learning for Autonomous Systems - Study 37,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2023,78,26.00,synthetic_37,https://synthetic.paper/37,High ROT
296,Generative Adversarial Networks for Image Synthesis - Study 194,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2025,259,259.00,synthetic_194,https://synthetic.paper/194,High ROT
219,Advanced Neural Network Architectures for Deep Learning - Study 117,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2025,240,240.00,synthetic_117,https://synthetic.paper/117,High ROT
177,Advanced Neural Network Architectures for Deep Learning - Study 75,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2023,72,24.00,synthetic_75,https://synthetic.paper/75,High ROT
85,"ACO-tagger: A Novel Method for Part-of-Speech Tagging using Ant Colony
  Optimiz...","Swarm Intelligence algorithms have gained significant attention in recent
years as a means of solving complex and non-deterministic problems. These
algorithms are inspired by the collective behavior o...",2023,71,23.67,N/A,http://arxiv.org/abs/2303.16760v1,High ROT
264,Advanced Neural Network Architectures for Deep Learning - Study 162,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2025,229,229.00,synthetic_162,https://synthetic.paper/162,High ROT
401,Generative Adversarial Networks for Image Synthesis - Study 299,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2025,225,225.00,synthetic_299,https://synthetic.paper/299,High ROT
109,Explainable AI for Trustworthy Machine Learning - Study 7,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2025,221,221.00,synthetic_7,https://synthetic.paper/7,High ROT
176,Neural Network Compression Techniques - Study 74,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2025,220,220.00,synthetic_74,https://synthetic.paper/74,High ROT
15,"STL: A Signed and Truncated Logarithm Activation Function for Neural
  Networks","Activation functions play an essential role in neural networks. They provide
the non-linearity for the networks. Therefore, their properties are important
for neural networks' accuracy and running per...",2023,65,21.67,N/A,http://arxiv.org/abs/2307.16389v1,High ROT
362,Federated Learning for Privacy-Preserving AI - Study 260,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2025,209,209.00,synthetic_260,https://synthetic.paper/260,High ROT
226,Quantum Machine Learning Algorithms - Study 124,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2025,208,208.00,synthetic_124,https://synthetic.paper/124,High ROT
115,Explainable AI for Trustworthy Machine Learning - Study 13,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2025,203,203.00,synthetic_13,https://synthetic.paper/13,High ROT
270,Explainable AI for Trustworthy Machine Learning - Study 168,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2022,79,19.75,synthetic_168,https://synthetic.paper/168,High ROT
11,Liquid Structural State-Space Models,"A proper parametrization of state transition matrices of linear state-space
models (SSMs) followed by standard nonlinearities enables them to efficiently
learn representations from sequential data, es...",2022,78,19.50,N/A,http://arxiv.org/abs/2209.12951v1,High ROT
393,Attention Mechanisms in Neural Networks - Study 291,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2023,58,19.33,synthetic_291,https://synthetic.paper/291,High ROT
395,Adversarial Training for Robust Neural Networks - Study 293,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2022,77,19.25,synthetic_293,https://synthetic.paper/293,High ROT
254,Quantum Machine Learning Algorithms - Study 152,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2024,38,19.00,synthetic_152,https://synthetic.paper/152,High ROT
275,Generative Adversarial Networks for Image Synthesis - Study 173,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2025,181,181.00,synthetic_173,https://synthetic.paper/173,High ROT
315,Reinforcement Learning for Autonomous Systems - Study 213,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2023,56,18.67,synthetic_213,https://synthetic.paper/213,High ROT
82,"ClassActionPrediction: A Challenging Benchmark for Legal Judgment
  Prediction o...","The research field of Legal Natural Language Processing (NLP) has been very
active recently, with Legal Judgment Prediction (LJP) becoming one of the most
extensively studied tasks. To date, most publ...",2022,73,18.25,N/A,http://arxiv.org/abs/2211.00582v1,High ROT
286,Reinforcement Learning for Autonomous Systems - Study 184,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2025,176,176.00,synthetic_184,https://synthetic.paper/184,High ROT
110,Optimization Algorithms in Machine Learning - Study 8,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2025,170,170.00,synthetic_8,https://synthetic.paper/8,High ROT
385,Quantum Machine Learning Algorithms - Study 283,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2022,70,17.50,synthetic_283,https://synthetic.paper/283,High ROT
181,Meta-Learning Approaches for Few-Shot Learning - Study 79,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2025,168,168.00,synthetic_79,https://synthetic.paper/79,High ROT
285,Adversarial Training for Robust Neural Networks - Study 183,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2025,164,164.00,synthetic_183,https://synthetic.paper/183,High ROT
256,Knowledge Distillation in Deep Learning - Study 154,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2025,164,164.00,synthetic_154,https://synthetic.paper/154,High ROT
216,Self-Supervised Learning in Computer Vision - Study 114,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2022,66,16.50,synthetic_114,https://synthetic.paper/114,High ROT
3,"Show me your NFT and I tell you how it will perform: Multimodal
  representation...","Non-Fungible Tokens (NFTs) represent deeds of ownership, based on blockchain
technologies and smart contracts, of unique crypto assets on digital art forms
(e.g., artworks or collectibles). In the spo...",2023,49,16.33,N/A,http://arxiv.org/abs/2302.01676v2,High ROT
208,Neural Architecture Search for Automated ML - Study 106,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2022,65,16.25,synthetic_106,https://synthetic.paper/106,High ROT
179,Explainable AI for Trustworthy Machine Learning - Study 77,We explore meta-learning strategies that enable rapid adaptation to new tasks with limited training data.,2022,64,16.00,synthetic_77,https://synthetic.paper/77,High ROT
