paper_id,title,abstract,publication_year,citation_count,rot_score,doi,source_url,rot_group
36,EvoPrompting: Language Models for Code-Level Neural Architecture Search,"Given the recent impressive accomplishments of language models (LMs) for code
generation, we explore the use of LMs as adaptive mutation and crossover
operators for an evolutionary neural architecture search (NAS) algorithm. While
NAS still proves too difficult a task for LMs to succeed at solely through
prompting, we find that the combination of evolutionary prompt engineering with
soft prompt-tuning, a method we term EvoPrompting, consistently finds diverse
and high performing models. We first demonstrate that EvoPrompting is effective
on the computationally efficient MNIST-1D dataset, where EvoPrompting produces
convolutional architecture variants that outperform both those designed by
human experts and naive few-shot prompting in terms of accuracy and model size.
We then apply our method to searching for graph neural networks on the CLRS
Algorithmic Reasoning Benchmark, where EvoPrompting is able to design novel
architectures that outperform current state-of-the-art models on 21 out of 30
algorithmic reasoning tasks while maintaining similar model size. EvoPrompting
is successful at designing accurate and efficient neural network architectures
across a variety of machine learning tasks, while also being general enough for
easy adaptation to other tasks beyond neural network design.",2023,190,63.333333333333336,,http://arxiv.org/abs/2302.14838v3,High ROT
93,"Recent Advances in Federated Learning Driven Large Language Models: A
  Survey on Architecture, Performance, and Security","Federated Learning (FL) offers a promising paradigm for training Large
Language Models (LLMs) in a decentralized manner while preserving data privacy
and minimizing communication overhead. This survey examines recent advancements
in FL-driven LLMs, with a particular emphasis on architectural designs,
performance optimization, and security concerns, including the emerging area of
machine unlearning. In this context, machine unlearning refers to the
systematic removal of specific data contributions from trained models to comply
with privacy regulations such as the Right to be Forgotten. We review a range
of strategies enabling unlearning in federated LLMs, including
perturbation-based methods, model decomposition, and incremental retraining,
while evaluating their trade-offs in terms of efficiency, privacy guarantees,
and model utility. Through selected case studies and empirical evaluations, we
analyze how these methods perform in practical FL scenarios. This survey
identifies critical research directions toward developing secure, adaptable,
and high-performing federated LLM systems for real-world deployment.",2024,126,63.0,,http://arxiv.org/abs/2406.09831v2,High ROT
16,Adaptive Integrated Layered Attention (AILA),"We propose Adaptive Integrated Layered Attention (AILA), a neural network
architecture that combines dense skip connections with different mechanisms for
adaptive feature reuse across network layers. We evaluate AILA on three
challenging tasks: price forecasting for various commodities and indices (S&P
500, Gold, US dollar Futures, Coffee, Wheat), image recognition using the
CIFAR-10 dataset, and sentiment analysis on the IMDB movie review dataset. In
all cases, AILA matches strong deep learning baselines (LSTMs, Transformers,
and ResNets), achieving it at a fraction of the training and inference time.
Notably, we implement and test two versions of the model - AILA-Architecture 1,
which uses simple linear layers as the connection mechanism between layers, and
AILA-Architecture 2, which implements an attention mechanism to selectively
focus on outputs from previous layers. Both architectures are applied in a
single-task learning setting, with each model trained separately for individual
tasks. Results confirm that AILA's adaptive inter-layer connections yield
robust gains by flexibly reusing pertinent features at multiple network depths.
The AILA approach thus presents an extension to existing architectures,
improving long-range sequence modeling, image recognition with optimised
computational speed, and SOTA classification performance in practice.",2025,63,63.0,,http://arxiv.org/abs/2503.22742v2,High ROT
24,"EvoGPT-f: An Evolutionary GPT Framework for Benchmarking Formal Math
  Languages","Formal mathematics is the discipline of translating mathematics into a
programming language in which any statement can be unequivocally checked by a
computer. Mathematicians and computer scientists have spent decades of
painstaking formalization efforts developing languages such as Coq, HOL, and
Lean. Machine learning research has converged on these formal math corpora and
given rise to an assortment of methodologies to aid in interactive and
automated theorem proving. However, these papers have primarily focused on one
method, for one proof task, in one language. This paper introduces EvoGPT-f: a
novel evolutionary framework for the first systematic quantitative analysis of
the differential machine learnability of five formal math corpora (Lean 3, Lean
4, Coq, HOL 4, HOL Light) using four tokenization methods (character,
word-level, Byte Pair Encoding and StarCoder tokenizer). This paper does not
put to rest the question of the ""best"" or ""easiest"" language to learn. Rather,
this framework and preliminary findings begin to illuminate the differential
machine learnability of these languages, offering a foundation to forge more
systematic quantitative and qualitative comparative research across
communities.",2024,123,61.5,,http://arxiv.org/abs/2402.16878v1,High ROT
88,Class-Incremental Learning based on Label Generation,"Despite the great success of pre-trained language models, it is still a
challenge to use these models for continual learning, especially for the
class-incremental learning (CIL) setting due to catastrophic forgetting (CF).
This paper reports our finding that if we formulate CIL as a continual label
generation problem, CF is drastically reduced and the generalizable
representations of pre-trained models can be better retained. We thus propose a
new CIL method (VAG) that also leverages the sparsity of vocabulary to focus
the generation and creates pseudo-replay samples by using label semantics.
Experimental results show that VAG outperforms baselines by a large margin.",2023,179,59.666666666666664,,http://arxiv.org/abs/2306.12619v2,High ROT
280,Optimization Algorithms in Machine Learning - Study 178,We propose a deep learning framework specifically designed for medical image analysis and diagnosis.,2024,119,59.5,synthetic_178,https://synthetic.paper/178,High ROT
32,"HULAT at SemEval-2023 Task 9: Data augmentation for pre-trained
  transformers applied to Multilingual Tweet Intimacy Analysis","This paper describes our participation in SemEval-2023 Task 9, Intimacy
Analysis of Multilingual Tweets. We fine-tune some of the most popular
transformer models with the training dataset and synthetic data generated by
different data augmentation techniques. During the development phase, our best
results were obtained by using XLM-T. Data augmentation techniques provide a
very slight improvement in the results. Our system ranked in the 27th position
out of the 45 participating systems. Despite its modest results, our system
shows promising results in languages such as Portuguese, English, and Dutch.
All our code is available in the repository
\url{https://github.com/isegura/hulat_intimacy}.",2023,174,58.0,,http://arxiv.org/abs/2302.12794v1,High ROT
185,Explainable AI for Trustworthy Machine Learning - Study 83,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2025,57,57.0,synthetic_83,https://synthetic.paper/83,High ROT
366,Optimization Algorithms in Machine Learning - Study 264,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2024,113,56.5,synthetic_264,https://synthetic.paper/264,High ROT
33,EvoMerge: Neuroevolution for Large Language Models,"Extensive fine-tuning on Large Language Models does not always yield better
results. Oftentimes, models tend to get better at imitating one form of data
without gaining greater reasoning ability and may even end up losing some
intelligence. Here I introduce EvoMerge, a systematic approach to large
language model training and merging. Leveraging model merging for weight
crossover and fine-tuning for weight mutation, EvoMerge establishes an
evolutionary process aimed at pushing models beyond the limits of conventional
fine-tuning.",2024,111,55.5,,http://arxiv.org/abs/2402.00070v1,High ROT
332,Multi-Modal Learning with Neural Networks - Study 230,We introduce a new methodology for applying machine learning techniques to complex computer vision tasks.,2024,109,54.5,synthetic_230,https://synthetic.paper/230,High ROT
311,Adversarial Training for Robust Neural Networks - Study 209,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2023,163,54.333333333333336,synthetic_209,https://synthetic.paper/209,High ROT
297,Machine Learning Applications in Computer Vision - Study 195,This paper investigates optimization algorithms that enhance the training efficiency of machine learning models.,2024,108,54.0,synthetic_195,https://synthetic.paper/195,High ROT
170,Generative Adversarial Networks for Image Synthesis - Study 68,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2023,159,53.0,synthetic_68,https://synthetic.paper/68,High ROT
203,Graph Neural Networks for Social Network Analysis - Study 101,This paper presents a novel approach to neural network architecture design that improves performance across multiple domains.,2024,103,51.5,synthetic_101,https://synthetic.paper/101,High ROT
126,Machine Learning Applications in Computer Vision - Study 24,Our research demonstrates the effectiveness of transformer-based models in natural language processing applications.,2023,151,50.333333333333336,synthetic_24,https://synthetic.paper/24,High ROT
291,Meta-Learning Approaches for Few-Shot Learning - Study 189,We present a comprehensive study of attention mechanisms and their impact on neural network performance.,2025,50,50.0,synthetic_189,https://synthetic.paper/189,High ROT
43,Exponentially Faster Language Modelling,"Language models only really need to use an exponential fraction of their
neurons for individual inferences. As proof, we present UltraFastBERT, a BERT
variant that uses 0.3% of its neurons during inference while performing on par
with similar BERT models. UltraFastBERT selectively engages just 12 out of 4095
neurons for each layer inference. This is achieved by replacing feedforward
networks with fast feedforward networks (FFFs). While no truly efficient
implementation currently exists to unlock the full acceleration potential of
conditional neural execution, we provide high-level CPU code achieving 78x
speedup over the optimized baseline feedforward implementation, and a PyTorch
implementation delivering 40x speedup over the equivalent batched feedforward
inference. We publish our training code, benchmarking setup, and model weights.",2023,147,49.0,,http://arxiv.org/abs/2311.10770v2,High ROT
295,Adversarial Training for Robust Neural Networks - Study 193,This work explores reinforcement learning strategies for developing autonomous systems with improved decision-making capabilities.,2023,147,49.0,synthetic_193,https://synthetic.paper/193,High ROT
246,Natural Language Processing with Transformer Models - Study 144,Our approach utilizes graph neural networks to analyze complex social network structures and relationships.,2024,97,48.5,synthetic_144,https://synthetic.paper/144,High ROT
